number,duration_sec
1,15.072666666666667
2,13.296333333333333
3,18.546958333333333
4,16.535520833333333
5,14.942041666666666
6,16.509395833333333
7,17.632666666666665
8,16.69225
9,17.684916666666666
10,15.229395833333333
11,15.751854166666666
12,20.114291666666666
13,14.706958333333333
14,16.7445
15,17.3975625
16,18.808166666666665
17,20.84572916666667
18,18.964916666666667
19,17.3453125
20,15.072666666666667
21,15.699604166666667
22,18.233479166666665
23,15.41225
24,15.51675
25,17.4498125
26,24.737979166666666
27,15.072666666666667
28,17.214708333333334
29,15.072666666666667
30,31.059604166666666
31,19.121645833333332
32,25.208166666666667
33,27.977145833333335
34,17.005729166666665
35,17.084083333333332
36,21.629395833333334
37,15.072666666666667
38,26.017979166666667
39,14.393479166666667
40,17.084083333333332
41,24.842458333333333
42,15.281645833333334
43,21.3159375
44,23.614708333333333
45,18.0245
46,24.241645833333333
47,19.382875
48,15.072666666666667
49,14.053895833333334
50,13.061229166666667
51,20.453895833333334
52,14.367354166666667
53,17.3191875
54,18.7298125
55,23.066125
56,15.072666666666667
57,15.072666666666667
58,11.363270833333333
59,15.072666666666667
60,11.911854166666666
61,14.419604166666666
62,20.062041666666666
63,25.0514375
64,15.177145833333332
65,15.072666666666667
66,25.28654166666667
67,19.748583333333332
68,15.072666666666667
69,12.068583333333333
70,19.409
71,12.3298125
72,13.113479166666666
73,25.1559375
74,19.069395833333335
75,23.379604166666667
76,20.114291666666666
77,37.041645833333334
78,20.976333333333333
79,19.69633333333333
80,15.072666666666667
81,15.072666666666667
82,15.072666666666667
83,19.774708333333333
84,13.923270833333333
85,17.162458333333333
86,16.0914375
87,17.188583333333334
88,13.740416666666667
89,15.934708333333333
90,14.053895833333334
91,16.0130625
92,22.125729166666666
93,16.666125
94,16.0653125
95,15.098791666666667
96,17.502041666666667
97,15.072666666666667
98,15.072666666666667
99,15.673479166666667
100,21.1853125
101,15.072666666666667
102,16.457145833333332
103,15.124916666666667
104,15.072666666666667
105,15.072666666666667
106,15.072666666666667
107,16.849
108,17.658791666666666
109,13.5053125
110,21.420416666666668
111,19.487354166666666
112,20.166541666666667
113,15.020416666666666
114,27.115104166666665
115,21.1330625
116,16.953479166666668
117,15.072666666666667
118,20.506125
119,12.2775625
120,16.849
121,16.0391875
122,21.8645
123,21.368166666666667
124,15.072666666666667
125,15.072666666666667
126,14.654708333333334
127,21.942875
128,15.098791666666667
129,17.214708333333334
130,15.072666666666667
131,15.856333333333334
132,18.181229166666668
133,17.240833333333335
134,15.51675
135,15.124916666666667
136,18.259604166666666
137,13.035104166666667
138,17.3191875
139,15.020416666666666
140,15.203270833333333
141,10.9453125
142,23.562458333333332
143,18.207354166666665
144,15.777979166666666
145,13.688166666666667
146,17.3191875
147,18.129
148,14.053895833333334
149,20.244916666666665
150,22.5698125
151,16.1436875
152,10.057145833333333
153,15.020416666666666
154,16.404916666666665
155,12.042458333333334
156,15.072666666666667
157,15.072666666666667
158,15.934708333333333
159,15.072666666666667
160,23.066125
161,19.8791875
162,17.3191875
163,19.69633333333333
164,19.121645833333332
165,16.0130625
166,15.699604166666667
167,14.994291666666667
168,16.352666666666668
169,20.349395833333332
170,21.995104166666668
171,22.987770833333332
172,14.968166666666667
173,14.106125
174,18.938791666666667
175,16.0914375
176,14.994291666666667
177,16.0914375
178,15.751854166666666
179,17.031854166666665
180,19.121645833333332
181,21.394291666666668
182,14.053895833333334
183,23.954291666666666
184,20.088166666666666
185,17.789395833333334
186,16.0653125
187,18.129
188,18.07675
189,15.725729166666667
190,20.088166666666666
191,15.830208333333333
192,28.081645833333333
193,18.181229166666668
194,16.927354166666667
195,11.990208333333333
196,15.4645
197,14.445729166666666
198,16.822875
199,18.207354166666665
200,17.867770833333335
201,10.057145833333333
202,17.162458333333333
203,20.0098125
204,14.968166666666667
205,20.088166666666666
206,24.163270833333332
207,19.017145833333334
208,18.07675
209,15.046541666666666
210,17.893895833333332
211,20.140416666666667
212,16.0653125
213,20.662875
214,17.815520833333334
215,27.245729166666667
216,14.9159375
217,16.0653125
218,15.882458333333334
219,16.0653125
220,21.080833333333334
221,14.628583333333333
222,15.124916666666667
223,16.0653125
224,16.0391875
225,24.006541666666667
226,14.9159375
227,14.13225
228,17.031854166666665
229,15.333895833333333
230,13.217979166666666
231,16.0391875
232,15.098791666666667
233,16.222041666666666
234,20.480020833333334
235,13.139604166666667
236,19.8791875
237,18.050625
238,19.748583333333332
239,20.140416666666667
240,16.326541666666667
241,17.084083333333332
242,18.0245
243,13.139604166666667
244,19.513479166666666
245,14.13225
246,24.9991875
247,15.151020833333334
248,15.307770833333333
249,15.41225
250,20.114291666666666
251,14.027770833333333
252,13.374708333333333
253,13.792666666666667
254,12.408166666666666
255,16.378791666666668
256,19.774708333333333
257,17.057979166666666
258,13.035104166666667
259,13.426958333333333
260,20.84572916666667
261,20.5845
262,17.815520833333334
263,19.147770833333333
264,18.07675
265,11.128166666666667
266,13.871020833333333
267,15.986958333333334
268,14.053895833333334
269,16.0391875
270,24.058791666666668
271,15.098791666666667
272,20.062041666666666
273,17.031854166666665
274,20.114291666666666
275,17.057979166666666
276,12.930625
277,24.163270833333332
278,18.155104166666668
279,14.7591875
280,15.51675
281,16.0391875
282,15.51675
283,18.0245
284,17.136333333333333
285,14.053895833333334
286,17.867770833333335
287,17.084083333333332
288,22.099604166666666
289,15.673479166666667
290,13.818791666666666
291,17.136333333333333
292,20.0359375
293,18.390208333333334
294,15.255520833333334
295,16.613895833333334
296,29.5445
297,13.766541666666667
298,14.994291666666667
299,15.098791666666667
300,18.233479166666665
301,14.080020833333334
302,15.098791666666667
303,18.207354166666665
304,19.409
305,15.229395833333333
306,16.901229166666667
307,23.013895833333333
308,15.177145833333332
309,13.975520833333333
310,20.0359375
311,20.088166666666666
312,15.098791666666667
313,14.13225
314,17.2930625
315,14.994291666666667
316,15.098791666666667
317,15.830208333333333
318,18.991020833333334
319,15.542875
320,16.7445
321,19.121645833333332
322,17.031854166666665
323,16.1436875
324,16.509395833333333
325,14.994291666666667
326,10.109395833333334
327,16.0653125
328,20.140416666666667
329,15.569
330,21.498791666666666
331,14.027770833333333
332,14.7591875
333,18.102875
334,17.031854166666665
335,16.0914375
336,20.114291666666666
337,15.804083333333333
338,13.087354166666668
339,13.087354166666668
340,21.890625
341,20.088166666666666
342,17.606541666666665
343,28.577979166666665
344,15.621229166666666
345,22.622041666666668
346,16.0653125
347,14.524083333333333
348,14.942041666666666
349,15.020416666666666
350,17.005729166666665
351,16.79675
352,20.0359375
353,17.084083333333332
354,21.707770833333335
355,16.457145833333332
356,19.09552083333333
357,14.1845
358,16.0653125
359,17.084083333333332
360,20.088166666666666
